Item Label,URI,Citation URI,Project,Project URI,Context,Context [2],Context [3],Context [4],Context [5],Context [6],Context [7],Context URI,Latitude (WGS 84),Longitude (WGS 84),Early BCE/CE,Late BCE/CE,Item Category,icon,Thumbnail,Published Date,Updated Date,Consists of,Consists of [URI],Has type,Has type [URI],Has type [cidoc-crm-p2-has-type],Has type [cidoc-crm-p2-has-type] [URI],Consists of [cidoc-crm-p45-consists-of],Consists of [cidoc-crm-p45-consists-of] [URI],Fabric Category,Object Type [24-object-type],Object Type,Find Year,Main Fabric,Main Object Type
PC 19690400,http://opencontext.org/subjects/20d4f22a-190c-4078-f641-b780f80f6b74,https://n2t.net/ark:/28722/k2p847t55,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A 28,"1969, ID:192",,https://opencontext.org/subjects/a63e424c-a2af-469b-a85d-ac1cc690b2a9,43.15349279278,11.401210966333332,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19690400bwjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T19:45:38Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,cymas,https://vocab.getty.edu/aat/300003517,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Raking Sima,1969,Terracotta,Architectural
PC 19690025,http://opencontext.org/subjects/8ccce754-4c05-430a-e94c-b6cf1bcb4c52,https://n2t.net/ark:/28722/k2bp0214t,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A 22,"1969, ID:185",,https://opencontext.org/subjects/6f68b8c8-18cc-41dc-a148-e920c5430d93,43.153556055504,11.40012431958,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,"https://iiif.archive.org/iiif/opencontext-24-19690025bwjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T03:31:51Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,plaques (flat objects),https://vocab.getty.edu/aat/300010262,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Frieze Plaque,1969,Terracotta,Architectural
PC 19711011,http://opencontext.org/subjects/97da1607-f769-4626-8615-1836d2de68c9,https://n2t.net/ark:/28722/k27p9949z,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro Rectangle,Tesoro Rectangle 8,"1971, ID:286",,https://opencontext.org/subjects/f81f3432-2a5c-40e4-ce78-b40e4be7a3f7,43.15333300786925,11.401381455440509,-700,-535,Glass,https://opencontext.org/static/oc/icons-v2/noun-glass-bottle-4152315.svg,"https://iiif.archive.org/iiif/opencontext-24-19711011hgjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T05:42:21Z,glass (material),https://vocab.getty.edu/aat/300010797,,,,,Cobalt glass,https://en.wikipedia.org/wiki/Cobalt_glass,Glass,,Shaped Object,1971,Glass,Shaped Object
PC 19670100,http://opencontext.org/subjects/fa0dd983-55f5-400c-554c-0390be5000a2,https://n2t.net/ark:/28722/k2930ss84,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A 2C,"1967, ID:156",,https://opencontext.org/subjects/a3cdcb91-5b30-4305-eff7-1014ab258a0e,43.15326411279329,11.400582225516791,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,,2012-12-28T00:00:00Z,2023-10-07T06:53:01Z,clay,https://vocab.getty.edu/aat/300010439,plaques (flat objects),https://vocab.getty.edu/aat/300010262,,,,,Clay,,Architectural::Frieze Plaque,1967,Clay,Architectural
PC 19890100,http://opencontext.org/subjects/fc8636fc-7637-4ed2-7560-2329c2aa1186,https://n2t.net/ark:/28722/k2bk1bp02,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 27,"1989, ID:145",,https://opencontext.org/subjects/692cf461-0052-4019-bb8a-bb26d84e5f24,43.152456910710285,11.401747309359493,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,"https://iiif.archive.org/iiif/opencontext-24-19890100bwjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T09:42:16Z,slag,https://vocab.getty.edu/aat/300011790,,,,,,,Slag,,Production Waste,1989,Slag,Production Waste
PC 19720463,http://opencontext.org/subjects/b5d73b06-2428-4b1a-5f49-9db40516007d,https://n2t.net/ark:/28722/k2nv9w530,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro Rectangle,Tesoro Rectangle 5,"1972, ID:275",,https://opencontext.org/subjects/8ac933df-d0c3-479a-9d7f-1bd5854ac9c6,43.15344344718231,11.401511813861275,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19720463bwjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T23:21:02Z,bronze (metal),https://vocab.getty.edu/aat/300010957,fasteners,https://vocab.getty.edu/aat/300036363,,,,,Bronze,,Fastener::Nail / Tack,1972,Bronze,Fastener
PC 19670497,http://opencontext.org/subjects/58cd8800-8a6c-4f0d-df37-8a3358983b32,https://n2t.net/ark:/28722/k29g5mc2g,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A 2,"1967, ID:489",,https://opencontext.org/subjects/443838c4-2409-445a-2710-18ff2708b1ab,43.153422927856,11.401146316528,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,"https://iiif.archive.org/iiif/opencontext-24-19670497bwjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T20:14:36Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,cymas,https://vocab.getty.edu/aat/300003517,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Raking Sima,1967,Terracotta,Architectural
PC 19711012,http://opencontext.org/subjects/993626d8-5fc2-4f8f-d597-82246b2a15ad,https://n2t.net/ark:/28722/k23x8kb3v,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro Rectangle,Tesoro Rectangle 8,"1971, ID:286",,https://opencontext.org/subjects/f81f3432-2a5c-40e4-ce78-b40e4be7a3f7,43.15333300786925,11.401381455440509,-700,-535,Glass,https://opencontext.org/static/oc/icons-v2/noun-glass-bottle-4152315.svg,"https://iiif.archive.org/iiif/opencontext-24-19711012hgjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T06:34:48Z,glass (material),https://vocab.getty.edu/aat/300010797,,,,,Cobalt glass,https://en.wikipedia.org/wiki/Cobalt_glass,Glass,,Shaped Object,1971,Glass,Shaped Object
pc 20230100,http://opencontext.org/subjects/6a292d38-8082-42e2-b28b-743517fad4db,https://n2t.net/ark:/28722/r2p24/pc_20230100,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 104,T104 2023,Locus 3,https://opencontext.org/subjects/0bfd7f72-d382-425a-bdea-ffdcab866603,43.152720791337536,11.401909861062308,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,https://storage.googleapis.com/opencontext-media/poggio-civitate/2023-media/thumbs/cat-1690731133703.jpg,2007-01-01T00:00:00Z,2023-10-07T07:41:33Z,bone (material),https://vocab.getty.edu/aat/300011798,,,,,,,Bone|Organic,,Organic (ecofact),2023,Bone,Organic (ecofact)
PC 19720462,http://opencontext.org/subjects/bdc57d91-1c96-448d-113a-fa702b8259a6,https://n2t.net/ark:/28722/k26h4vg94,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro Rectangle,Tesoro Rectangle 5,"1972, ID:275",,https://opencontext.org/subjects/8ac933df-d0c3-479a-9d7f-1bd5854ac9c6,43.15344344718231,11.401511813861275,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,"https://iiif.archive.org/iiif/opencontext-24-19720462bwjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T15:58:37Z,bronze (metal),https://vocab.getty.edu/aat/300010957,fasteners,https://vocab.getty.edu/aat/300036363,,,,,Bronze,,Fastener::Nail / Tack,1972,Bronze,Fastener
PC 19670395,http://opencontext.org/subjects/319790a1-da8b-412e-e719-350775673627,https://n2t.net/ark:/28722/k28k78x3g,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 5B,"1967, ID:45",,https://opencontext.org/subjects/24878b9f-e641-49a6-e7be-f536303a96bd,43.15333479045306,11.401476633057216,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19670395bwjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T14:57:27Z,clay,https://vocab.getty.edu/aat/300010439,plaques (flat objects),https://vocab.getty.edu/aat/300010262,,,,,Clay,,Architectural::Frieze Plaque,1967,Clay,Architectural
PC 19790310,http://opencontext.org/subjects/0afea872-7f83-4ad5-a8d0-8fd734791a60,https://n2t.net/ark:/28722/k24q86g1c,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate D,Civitate D 1,"1979, ID:244",,https://opencontext.org/subjects/9054684c-c14f-4404-b9f2-9a4fc3082af1,43.15301254364422,11.402214834925351,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,,2017-10-04T04:21:53Z,2023-10-07T07:10:10Z,bone (material),https://vocab.getty.edu/aat/300011798,,,,,,,Bone,,Organic (ecofact),1979,Bone,Organic (ecofact)
PC 19730207,http://opencontext.org/subjects/c1bf2406-809b-49a0-4466-4b26bed9eb2f,https://n2t.net/ark:/28722/k2891mr1c,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Courtyard,Courtyard,"1972, ID:404",,https://opencontext.org/subjects/97b3fb48-cf5e-4d97-6fc7-e6213bae2ce7,43.15333642773978,11.40147673569645,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,"https://iiif.archive.org/iiif/opencontext-24-19730207bwjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T13:32:48Z,bronze (metal),https://vocab.getty.edu/aat/300010957,nails (fasteners),https://vocab.getty.edu/aat/300033565,,,,,Bronze,,Fastener::Nail,1973,Bronze,Fastener
PC 19710845,http://opencontext.org/subjects/69bdb032-93eb-4881-59b5-6b879cc0ad24,https://n2t.net/ark:/28722/k2th8gn6g,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 17,"1971, ID:68",,https://opencontext.org/subjects/a7f2ccbf-3a83-4aa0-2bd0-0e2e99900624,43.15353770999509,11.401554047884323,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,"https://iiif.archive.org/iiif/opencontext-24-19710845bwjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T02:25:18Z,iron (metal),https://vocab.getty.edu/aat/300011002,rods (object genre),https://vocab.getty.edu/aat/300014669,,,,,Iron,,Shaped Object::Bar / Rod / Shaft,1971,Iron,Shaped Object
PC 19710854,http://opencontext.org/subjects/be228ad0-b295-4709-5a6d-10731087315c,https://n2t.net/ark:/28722/k2tm7mw3g,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro Rectangle,Tesoro Rectangle 8,"1971, ID:286",,https://opencontext.org/subjects/f81f3432-2a5c-40e4-ce78-b40e4be7a3f7,43.15333300786925,11.401381455440509,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19710854bwjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T23:38:54Z,ivory (material),https://vocab.getty.edu/aat/300011857,,,,,,,Ivory,,Ornament::Unspecified / Misc.,1971,Ivory,Ornament
PC 19670065,http://opencontext.org/subjects/deb61f4a-190e-49de-c276-efa451b07062,https://n2t.net/ark:/28722/k28g8kg08,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A 2E,"1967, ID:157",,https://opencontext.org/subjects/1486cef9-fb7e-48a5-1468-306c069785bd,43.15326814360959,11.400558262191117,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,"https://iiif.archive.org/iiif/opencontext-24-19670065bwjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-30T23:18:33Z,clay,https://vocab.getty.edu/aat/300010439,cymas,https://vocab.getty.edu/aat/300003517,,,,,Clay,,Architectural::Lateral Sima,1967,Clay,Architectural
PC 19670541,http://opencontext.org/subjects/b90a482c-d43d-474f-eb20-c15b20d3257e,https://n2t.net/ark:/28722/k2mw2df73,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 5A,"1967, ID:44",,https://opencontext.org/subjects/6f340337-95b3-48e1-d09b-d5d7ff9700e0,43.15332847991658,11.401410717086307,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,"https://iiif.archive.org/iiif/opencontext-24-19670541sidejpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T02:45:53Z,Impasto (pottery),https://en.wikipedia.org/wiki/Impasto_(pottery),spools,https://vocab.getty.edu/aat/300023528,,,,,Impasto,,Textile Related::Rocchetto,1967,Impasto,Textile Related
PC 19710698,http://opencontext.org/subjects/f3ed1ec8-a97f-499d-d46e-e54866e26d54,https://n2t.net/ark:/28722/k2wp9z754,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Unrecorded,Unrecorded,Tr-ID 450,,https://opencontext.org/subjects/c5e19fdf-6a88-476d-4eb1-26046f73809e,43.153362073422,11.40202402957,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19710698bwjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T23:10:54Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,acroteria,https://vocab.getty.edu/aat/300002214,Acroterion,https://en.wikipedia.org/wiki/Acroterion,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Akroterion,1971,Terracotta,Architectural
PC 19700363,http://opencontext.org/subjects/63d45a54-0cdc-40e6-d8f6-31d3c0de07c9,https://n2t.net/ark:/28722/k2x06297h,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A 24,"1970, ID:439",,https://opencontext.org/subjects/36aa7f2a-f090-43a2-b5c8-a18b16276e6b,43.15296488553741,11.401017609793861,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,"https://iiif.archive.org/iiif/opencontext-24-19700363bwjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T08:06:23Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,acroteria,https://vocab.getty.edu/aat/300002214,Acroterion,https://en.wikipedia.org/wiki/Acroterion,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Akroterion,1970,Terracotta,Architectural
PC 19670189,http://opencontext.org/subjects/868c04f8-14c8-47c7-c8d8-a76d56fc7c48,https://n2t.net/ark:/28722/k2z60h08f,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A 2E,"1967, ID:157",,https://opencontext.org/subjects/1486cef9-fb7e-48a5-1468-306c069785bd,43.15326814360959,11.400558262191117,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,,2012-12-28T00:00:00Z,2023-10-07T06:53:18Z,clay,https://vocab.getty.edu/aat/300010439,plaques (flat objects),https://vocab.getty.edu/aat/300010262,,,,,Clay,,Architectural::Frieze Plaque,1967,Clay,Architectural
PC 20080100,http://opencontext.org/subjects/9fb63b31-88da-40a2-8954-0decc89cb3cd,https://n2t.net/ark:/28722/k2pn92d5d,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 48,"2008, ID:599",Locus 13,https://opencontext.org/subjects/56e60772-8075-494c-b96e-c13f7080aca3,43.15271916843429,11.401953838852506,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-20080100jpg.jpg,2012-12-28T00:00:00Z,2024-02-01T02:27:52Z,bronze (metal),https://vocab.getty.edu/aat/300010957,,,,,,,Bronze,,Unclassified / Debris / Misc.,2008,Bronze,Unclassified / Debris / Misc.
PC 19710126,http://opencontext.org/subjects/f388c98f-67a2-4c1c-819f-71ffff60b2a9,https://n2t.net/ark:/28722/k2w09gg62,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro Rectangle,Tesoro Rectangle 7,"1971, ID:283",,https://opencontext.org/subjects/b91809da-a28d-438b-f735-636d941825e1,43.15338824770584,11.401391563985468,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19710126bwjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T23:23:30Z,bronze (metal),https://vocab.getty.edu/aat/300010957,figurines,https://vocab.getty.edu/aat/300047455,,,,,Bronze,,Figurine / Statuette,1971,Bronze,Figurine / Statuette
PC 19840236,http://opencontext.org/subjects/6bc1f8c3-728f-47e2-dbdd-98960bf1f1b6,https://n2t.net/ark:/28722/k2cc0zs92,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 26,"1984, ID:117",,https://opencontext.org/subjects/ac23fdfa-a661-4eaf-5b68-64409f2dee3c,43.152594833649395,11.401850069243821,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19840236jpg.jpg,2012-12-28T00:00:00Z,2024-01-31T11:34:32Z,plaster,https://vocab.getty.edu/aat/300014922,,,,,,,Plaster,,Architectural::Unspecified / Misc.,1984,Plaster,Architectural
PC 19670516,http://opencontext.org/subjects/524dce5d-173a-4c60-7321-f659a7bc183e,https://n2t.net/ark:/28722/k2v69d96r,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A 2C,"1967, ID:156",,https://opencontext.org/subjects/a3cdcb91-5b30-4305-eff7-1014ab258a0e,43.15326411279329,11.400582225516791,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19670516bwjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T21:46:07Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,cymas,https://vocab.getty.edu/aat/300003517,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Raking Sima,1967,Terracotta,Architectural
PC 19680420,http://opencontext.org/subjects/b31cee05-4419-4eeb-af40-2c96dba9f569,https://n2t.net/ark:/28722/k2542p646,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Agger,Agger 2C,"1968, ID:466",,https://opencontext.org/subjects/85bcd16c-705b-4cc5-c88a-52c280711a7b,43.153387869078074,11.401370811039444,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19680420bwjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T16:48:50Z,clay,https://vocab.getty.edu/aat/300010439,vases,https://vocab.getty.edu/aat/300132254,pottery (visual works),https://vocab.getty.edu/aat/300010666,,,Clay,,Vessel,1968,Clay,Vessel
PC 19670133,http://opencontext.org/subjects/3b1d7729-c95e-4492-e25f-9bdfc6d0d641,https://n2t.net/ark:/28722/k2d79984d,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A 2B,"1967, ID:155",,https://opencontext.org/subjects/81edc6f0-153d-4881-3ae7-25e4a8e20806,43.15322974778839,11.400621892767502,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,,2012-12-28T00:00:00Z,2023-10-07T06:53:07Z,clay,https://vocab.getty.edu/aat/300010439,plaques (flat objects),https://vocab.getty.edu/aat/300010262,,,,,Clay,,Architectural::Frieze Plaque,1967,Clay,Architectural
PC 19680787,http://opencontext.org/subjects/4ce5b115-b3ca-4cd3-faef-22d25bf9a6e0,https://n2t.net/ark:/28722/k27m07z1x,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A 2I,"1968, ID:162",,https://opencontext.org/subjects/e25f27c3-cdfc-4d39-9b9a-a749a8a80f64,43.153221894384174,11.40083387920729,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,https://storage.googleapis.com/opencontext-media/poggio-civitate/2023-media/thumbs/19680787-9-25-1.jpg,2012-12-28T00:00:00Z,2023-10-07T06:56:58Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,cymas,https://vocab.getty.edu/aat/300003517,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Lateral Sima,1968,Terracotta,Architectural
PC 19690394,http://opencontext.org/subjects/d4030963-b025-4e21-3f9b-99cd9be4b587,https://n2t.net/ark:/28722/k25b03039,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A 28,"1969, ID:192",,https://opencontext.org/subjects/a63e424c-a2af-469b-a85d-ac1cc690b2a9,43.15349279278,11.401210966333332,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,"https://iiif.archive.org/iiif/opencontext-24-19690394bwjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T01:00:58Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,cymas,https://vocab.getty.edu/aat/300003517,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Raking Sima,1969,Terracotta,Architectural
PC 19660216,http://opencontext.org/subjects/db44c505-ed82-4f4d-f208-e33d644e5589,https://n2t.net/ark:/28722/k2s17xr18,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A 1,"1966, ID:149",,https://opencontext.org/subjects/7c556426-f498-47d0-f5bd-e2cdfcede073,43.15330730785,11.401757153598,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19660216bwjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T07:33:22Z,clay,https://vocab.getty.edu/aat/300010439,plaques (flat objects),https://vocab.getty.edu/aat/300010262,,,,,Clay,,Architectural::Frieze Plaque,1966,Clay,Architectural
PC 19710296,http://opencontext.org/subjects/45cfbcad-339a-4714-94e1-13af0528b798,https://n2t.net/ark:/28722/k2251xb2z,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro Rectangle,Tesoro Rectangle 13,"1971, ID:295",,https://opencontext.org/subjects/9f5d7919-2266-4617-40b9-45cafa9b178e,43.15305575180099,11.401209070447909,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,"https://iiif.archive.org/iiif/opencontext-24-19710296bwjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T19:19:48Z,bone (material),https://vocab.getty.edu/aat/300011798,inlays (decorations),https://vocab.getty.edu/aat/300256033,,,,,Bone,,Ornament::Inlay / Inset,1971,Bone,Ornament
PC 19710444,http://opencontext.org/subjects/a0d153aa-c5b0-4fb2-45ee-bb9cb2b902fc,https://n2t.net/ark:/28722/k2b85k88v,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro Rectangle,Tesoro Rectangle 7,"1971, ID:283",,https://opencontext.org/subjects/b91809da-a28d-438b-f735-636d941825e1,43.15338824770584,11.401391563985468,-700,-535,Glass,https://opencontext.org/static/oc/icons-v2/noun-glass-bottle-4152315.svg,"https://iiif.archive.org/iiif/opencontext-24-19710444hgjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-30T23:59:46Z,glass (material),https://vocab.getty.edu/aat/300010797,beads (pierced objects),https://vocab.getty.edu/aat/300234006,,,Cobalt glass,https://en.wikipedia.org/wiki/Cobalt_glass,Glass,,"Costume, Accessories::Bead",1971,Glass,"Costume, Accessories"
PC 19710840,http://opencontext.org/subjects/0d78a9e1-56e5-4673-5303-3fe00ba5b1bc,https://n2t.net/ark:/28722/k2k07221r,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 17,"1971, ID:68",,https://opencontext.org/subjects/a7f2ccbf-3a83-4aa0-2bd0-0e2e99900624,43.15353770999509,11.401554047884323,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19710840bwjpg.jpg,2012-12-28T00:00:00Z,2024-02-01T02:14:25Z,bronze (metal),https://vocab.getty.edu/aat/300010957,disks (object genres),https://vocab.getty.edu/aat/300251427,,,,,Bronze,,Shaped Object::Disc,1971,Bronze,Shaped Object
