Item Label,URI,Citation URI,Project,Project URI,Context,Context [2],Context [3],Context [4],Context [5],Context [6],Context [7],Context URI,Latitude (WGS 84),Longitude (WGS 84),Early BCE/CE,Late BCE/CE,Item Category,icon,Thumbnail,Published Date,Updated Date,Consists of,Consists of [URI],Has type,Has type [URI],Has type [cidoc-crm-p2-has-type],Has type [cidoc-crm-p2-has-type] [URI],Consists of [cidoc-crm-p45-consists-of],Consists of [cidoc-crm-p45-consists-of] [URI],Fabric Category,Object Type [24-object-type],Object Type,Find Year,Main Fabric,Main Object Type
PC 20050184,http://opencontext.org/subjects/38bb9b73-3e57-4dfd-85bc-8f593d10e313,https://n2t.net/ark:/28722/k22n5f890,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 30H,"2005, ID:562",Locus 4,https://opencontext.org/subjects/52b183e8-694c-4334-8abb-62446b72c947,43.152749630590066,11.401812404980975,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,,2017-10-04T04:19:05Z,2023-10-07T07:23:31Z,bone (material),https://vocab.getty.edu/aat/300011798,,,,,,,Bone,,Organic (ecofact),2005,Bone,Organic (ecofact)
PC 19680170,http://opencontext.org/subjects/5d4346bf-80fb-47ea-9415-73db3d4947f4,https://n2t.net/ark:/28722/k2b857g4g,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A 2H,"1968, ID:161",,https://opencontext.org/subjects/0bd521e1-a442-48dc-c45f-4ca748597550,43.15323094550857,11.400779954931568,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19680170bwjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T18:11:16Z,clay,https://vocab.getty.edu/aat/300010439,pithoi,https://vocab.getty.edu/aat/300198882,Pithos,https://en.wikipedia.org/wiki/Pithos,,,Clay,,Vessel,1968,Clay,Vessel
PC 19710419,http://opencontext.org/subjects/484e05c1-0df3-47a7-d8af-b540a7956a30,https://n2t.net/ark:/28722/k24j0ws2d,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro Rectangle,Tesoro Rectangle 7,"1971, ID:283",,https://opencontext.org/subjects/b91809da-a28d-438b-f735-636d941825e1,43.15338824770584,11.401391563985468,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19710419illjpg.jpg,2012-12-28T00:00:00Z,2024-02-01T01:40:05Z,Impasto (pottery),https://en.wikipedia.org/wiki/Impasto_(pottery),bowls (vessels),https://vocab.getty.edu/aat/300203596,pottery (visual works),https://vocab.getty.edu/aat/300010666,,,Impasto,,Vessel,1971,Impasto,Vessel
PC 19690136,http://opencontext.org/subjects/427f4724-c38d-410b-6004-f6e281fecd8d,https://n2t.net/ark:/28722/k22b9091m,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A 28,"1969, ID:192",,https://opencontext.org/subjects/a63e424c-a2af-469b-a85d-ac1cc690b2a9,43.15349279278,11.401210966333332,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19690136bwjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T02:10:15Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,pithoi,https://vocab.getty.edu/aat/300198882,Pithos,https://en.wikipedia.org/wiki/Pithos,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Vessel,1969,Terracotta,Vessel
PC 19740036,http://opencontext.org/subjects/63b759cb-e64c-491f-4f2d-71df8d4bb281,https://n2t.net/ark:/28722/k29314m6f,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro Rectangle,"Tesoro Rectangle 6,7 Doorway","1974, ID:285",,https://opencontext.org/subjects/eff18bc6-edd7-4f7a-cfc5-be404701b71e,43.153402960082,11.402370545803,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19740036bwjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T17:28:25Z,ivory (material),https://vocab.getty.edu/aat/300011857,,,,,,,Ivory,,Unclassified / Debris / Misc.,1974,Ivory,Unclassified / Debris / Misc.
PC 19711009,http://opencontext.org/subjects/5701f7b8-8777-401c-79e0-83fe2ebff06d,https://n2t.net/ark:/28722/k2h421c8m,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro Rectangle,Tesoro Rectangle 8,"1971, ID:286",,https://opencontext.org/subjects/f81f3432-2a5c-40e4-ce78-b40e4be7a3f7,43.15333300786925,11.401381455440509,-700,-535,Glass,https://opencontext.org/static/oc/icons-v2/noun-glass-bottle-4152315.svg,"https://iiif.archive.org/iiif/opencontext-24-19711009hgjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-02-01T03:28:18Z,glass (material),https://vocab.getty.edu/aat/300010797,,,,,Cobalt glass,https://en.wikipedia.org/wiki/Cobalt_glass,Glass,,Shaped Object,1971,Glass,Shaped Object
PC 19670318,http://opencontext.org/subjects/73a3923e-2a17-448b-5287-835e2e9fad48,https://n2t.net/ark:/28722/k27d2v60q,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A 2A,"1967, ID:154",,https://opencontext.org/subjects/4605eae5-2eb5-4a06-e1cb-63bd6d287a31,43.15327362399636,11.400635669426261,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,,2012-12-28T00:00:00Z,2023-10-07T06:53:42Z,clay,https://vocab.getty.edu/aat/300010439,plaques (flat objects),https://vocab.getty.edu/aat/300010262,,,,,Clay,,Architectural::Frieze Plaque,1967,Clay,Architectural
PC 19700070,http://opencontext.org/subjects/0cbee28f-0695-4b34-90c5-03a1a3308602,https://n2t.net/ark:/28722/k2vd6t28g,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Agger,Agger 9B,"1970, ID:468",,https://opencontext.org/subjects/66213b47-0de6-450b-10df-d9143c5c8bc2,43.15302326805671,11.401190862842196,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,"https://iiif.archive.org/iiif/opencontext-24-19700070jpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T05:26:40Z,Impasto (pottery),https://en.wikipedia.org/wiki/Impasto_(pottery),pottery (visual works),https://vocab.getty.edu/aat/300010666,,,,,Impasto,,Vessel,1970,Impasto,Vessel
PC 19690239,http://opencontext.org/subjects/c3d04b14-edab-4bd2-46f2-7137d8205378,https://n2t.net/ark:/28722/k2pc2z68h,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Agger,Agger 4,"1969, ID:260",,https://opencontext.org/subjects/2a1a12f4-f920-4a59-35c5-70d8d7fec492,43.15317150623484,11.4012876236876,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19690239jpg.jpg,2012-12-28T00:00:00Z,2024-01-31T12:38:51Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,pantile,https://vocab.getty.edu/aat/300010713,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Pan Tile,1969,Terracotta,Architectural
PC 19710599,http://opencontext.org/subjects/982babf3-fdc5-4782-9f71-627d4c9ddbed,https://n2t.net/ark:/28722/k2m90hv35,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro Rectangle,Tesoro Rectangle 7,"1971, ID:283",,https://opencontext.org/subjects/b91809da-a28d-438b-f735-636d941825e1,43.15338824770584,11.401391563985468,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,"https://iiif.archive.org/iiif/opencontext-24-19710599illjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-02-01T00:19:35Z,Impasto (pottery),https://en.wikipedia.org/wiki/Impasto_(pottery),whorls (spindle flywheels),https://vocab.getty.edu/aat/300263796,,,,,Impasto,,Textile Related::Spindle Whorl,1971,Impasto,Textile Related
PC 19690397,http://opencontext.org/subjects/f14e1dda-b84d-4647-549a-a0e8f7d09f8b,https://n2t.net/ark:/28722/k2dr2t67p,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A 28,"1969, ID:192",,https://opencontext.org/subjects/a63e424c-a2af-469b-a85d-ac1cc690b2a9,43.15349279278,11.401210966333332,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,"https://iiif.archive.org/iiif/opencontext-24-19690397bwjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T20:06:36Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,cymas,https://vocab.getty.edu/aat/300003517,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Raking Sima,1969,Terracotta,Architectural
PC 19720015,http://opencontext.org/subjects/1d8c2c26-b4b1-480e-31e4-121a70bc6448,https://n2t.net/ark:/28722/k2h421c55,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro Rectangle,Tesoro Rectangle 7,"1972, ID:284",,https://opencontext.org/subjects/53eb84d5-7033-4c0a-3473-1703ac111198,43.15338824770584,11.401391563985468,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,"https://iiif.archive.org/iiif/opencontext-24-19720015bjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T21:30:16Z,quartz (mineral),https://vocab.getty.edu/aat/300011132,,,,,,,Quartz,,Production Material::Worked Stone,1972,Quartz,Production Material
PC 19670398,http://opencontext.org/subjects/8218122d-d69e-482e-4d58-e4930cc3a4bb,https://n2t.net/ark:/28722/k2k06x30p,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 1AB,"1967, ID:28",,https://opencontext.org/subjects/fe6761c0-9514-48e9-ceab-d8d7cd0a44f8,43.15329887367094,11.402033866308395,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19670398bwjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T05:59:26Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,acroteria,https://vocab.getty.edu/aat/300002214,Acroterion,https://en.wikipedia.org/wiki/Acroterion,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Akroterion,1967,Terracotta,Architectural
PC 19670249,http://opencontext.org/subjects/4c749cf5-f7e0-42dc-0237-bbcd447d4317,https://n2t.net/ark:/28722/k2k07201v,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A 2B,"1967, ID:155",,https://opencontext.org/subjects/81edc6f0-153d-4881-3ae7-25e4a8e20806,43.15322974778839,11.400621892767502,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,,2012-12-28T00:00:00Z,2023-10-07T06:53:29Z,clay,https://vocab.getty.edu/aat/300010439,plaques (flat objects),https://vocab.getty.edu/aat/300010262,,,,,Clay,,Architectural::Frieze Plaque,1967,Clay,Architectural
PC 19670504,http://opencontext.org/subjects/af68261c-d159-4e61-9f2f-e6d5b6310713,https://n2t.net/ark:/28722/k2f47ms2d,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A 2,"1967, ID:489",,https://opencontext.org/subjects/443838c4-2409-445a-2710-18ff2708b1ab,43.153422927856,11.401146316528,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19670504bwjpg.jpg,2012-12-28T00:00:00Z,2024-02-01T02:07:44Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,cymas,https://vocab.getty.edu/aat/300003517,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Raking Sima,1967,Terracotta,Architectural
PC 19690410,http://opencontext.org/subjects/e863ae54-e916-4edf-f490-4e1dad4590fa,https://n2t.net/ark:/28722/k2t14zn1h,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A 28,"1969, ID:192",,https://opencontext.org/subjects/a63e424c-a2af-469b-a85d-ac1cc690b2a9,43.15349279278,11.401210966333332,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,"https://iiif.archive.org/iiif/opencontext-24-19690410bwjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T03:47:33Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,cymas,https://vocab.getty.edu/aat/300003517,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Raking Sima,1969,Terracotta,Architectural
PC 19690314,http://opencontext.org/subjects/3072e6bf-9bcf-445a-3cc2-d946c8f50901,https://n2t.net/ark:/28722/k21n82k5c,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A 1,"1969, ID:152",,https://opencontext.org/subjects/04d907b0-a850-4129-03fb-cbaba554171f,43.153203878883815,11.401036174798215,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,"https://iiif.archive.org/iiif/opencontext-24-19690314bwjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T19:58:06Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,plaques (flat objects),https://vocab.getty.edu/aat/300010262,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Frieze Plaque,1969,Terracotta,Architectural
PC 20080025,http://opencontext.org/subjects/5e5fd037-a997-4b72-03e1-f4ea6965123d,https://n2t.net/ark:/28722/k2g16d58n,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro South Flank,Tesoro South Flank 4,"2008, ID:602",Locus 4,https://opencontext.org/subjects/796846e4-9abb-47d2-bbd6-1245eb6d2341,43.15354797393827,11.401318803419144,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-20080025jpg.jpg,2012-12-28T00:00:00Z,2024-01-31T03:10:58Z,biological material,https://vocab.getty.edu/aat/300265629,biological material,https://vocab.getty.edu/aat/300265629,,,,,Organic,,Organic (ecofact),2008,Organic,Organic (ecofact)
PC 19730308,http://opencontext.org/subjects/6d375202-3534-4dbb-a21d-7338fe866609,https://n2t.net/ark:/28722/k2gf0rw7k,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 18 Northern Extension,"1972, ID:72",,https://opencontext.org/subjects/aee1b762-b568-47fc-646a-76f7406fee0f,43.152609876758,11.402819672617,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,,2012-12-28T00:00:00Z,2023-10-07T07:06:01Z,bucchero ware,https://vocab.getty.edu/aat/300387149,<cups by form>,https://vocab.getty.edu/aat/300198636,,,Bucchero,https://en.wikipedia.org/wiki/Bucchero,Bucchero,,Vessel,1973,Bucchero,Vessel
PC 19670509,http://opencontext.org/subjects/e8c067f1-9cb1-4716-ef49-36a7621fd37a,https://n2t.net/ark:/28722/k2z31sm85,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A 2A,"1967, ID:154",,https://opencontext.org/subjects/4605eae5-2eb5-4a06-e1cb-63bd6d287a31,43.15327362399636,11.400635669426261,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19670509bwjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T17:04:13Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,cymas,https://vocab.getty.edu/aat/300003517,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Raking Sima,1967,Terracotta,Architectural
PC 19720188,http://opencontext.org/subjects/07d67f32-a2ca-4866-852b-6cb3ffd2c297,https://n2t.net/ark:/28722/k25149m57,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro Rectangle,Tesoro Rectangle 8,"1972, ID:287",,https://opencontext.org/subjects/97712850-b663-425c-54bd-914a6ad5ac95,43.15333300786925,11.401381455440509,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,"https://iiif.archive.org/iiif/opencontext-24-19720188bwjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-02-01T01:11:38Z,bronze (metal),https://vocab.getty.edu/aat/300010957,tacks,https://vocab.getty.edu/aat/300036430,,,,,Bronze,,Fastener::Tack,1972,Bronze,Fastener
PC 19710574,http://opencontext.org/subjects/5b63fa44-2f03-463f-e45f-d7e6f5c5095f,https://n2t.net/ark:/28722/k2s188j2k,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro Rectangle,Tesoro Rectangle 7,"1971, ID:283",,https://opencontext.org/subjects/b91809da-a28d-438b-f735-636d941825e1,43.15338824770584,11.401391563985468,-700,-535,Glass,https://opencontext.org/static/oc/icons-v2/noun-glass-bottle-4152315.svg,"https://iiif.archive.org/iiif/opencontext-24-19710574hgjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T18:57:25Z,glass (material),https://vocab.getty.edu/aat/300010797,beads (pierced objects),https://vocab.getty.edu/aat/300234006,,,Cobalt glass,https://en.wikipedia.org/wiki/Cobalt_glass,Glass,,"Costume, Accessories::Bead",1971,Glass,"Costume, Accessories"
PC 19680523,http://opencontext.org/subjects/69bf85e7-ada3-4a78-d572-aa78618b1048,https://n2t.net/ark:/28722/k2k64fr16,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Agger,Agger 2D,"1968, ID:467",,https://opencontext.org/subjects/e651cbef-b83d-4ed4-21fd-a8a9ae2c18bd,43.15333111399114,11.40134576379076,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,"https://iiif.archive.org/iiif/opencontext-24-19680523bwjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T05:40:54Z,clay,https://vocab.getty.edu/aat/300010439,pantile,https://vocab.getty.edu/aat/300010713,,,,,Clay,,Architectural::Pan Tile,1968,Clay,Architectural
PC 19710573,http://opencontext.org/subjects/e6c8186d-24fb-4dae-23b0-52ba6314c93d,https://n2t.net/ark:/28722/k2q81mj0w,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro Rectangle,Tesoro Rectangle 7,"1971, ID:283",,https://opencontext.org/subjects/b91809da-a28d-438b-f735-636d941825e1,43.15338824770584,11.401391563985468,-700,-535,Glass,https://opencontext.org/static/oc/icons-v2/noun-glass-bottle-4152315.svg,"https://iiif.archive.org/iiif/opencontext-24-19710573hgjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T02:13:42Z,glass (material),https://vocab.getty.edu/aat/300010797,beads (pierced objects),https://vocab.getty.edu/aat/300234006,,,Cobalt glass,https://en.wikipedia.org/wiki/Cobalt_glass,Glass,,"Costume, Accessories::Bead",1971,Glass,"Costume, Accessories"
PC 19790024,http://opencontext.org/subjects/b7ae973e-2c9a-4f9b-5d47-4bf1b5becdfe,https://n2t.net/ark:/28722/k2dz0js79,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate D,Civitate D 2,"1979, ID:245",,https://opencontext.org/subjects/0bba0905-bc1b-4c0f-751b-09b3ba87a221,43.15301254364422,11.402214834925351,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,"https://iiif.archive.org/iiif/opencontext-24-19790024jpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T06:09:45Z,,,"plates (general, dishes)",https://vocab.getty.edu/aat/300042991,pottery (visual works),https://vocab.getty.edu/aat/300010666,,,Gray Ware,,Vessel,1979,Gray Ware,Vessel
PC 19690286,http://opencontext.org/subjects/df9a507b-b58d-44b1-f440-84bcf33b3578,https://n2t.net/ark:/28722/k26d5tb6t,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 10,"1969, ID:436",,https://opencontext.org/subjects/9ff8641d-c19b-4dfb-4de9-65300b0af24f,43.15298345952104,11.401835907823965,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,"https://iiif.archive.org/iiif/opencontext-24-19690286bwjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T06:53:11Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,pottery (visual works),https://vocab.getty.edu/aat/300010666,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Vessel,1969,Terracotta,Vessel
