label,uri,page_id,node_id,resource_pk,resource_id,preferred_canonical_for_page,gbif_id,gbif_rel_method,gbif_uri,gbif_can_name,gbif_vern_name
"Cetacea (Dolphins, Porpoises, and Whales)",http://eol.org/pages/7649,7649,62087378.0,Cetacea,767.0,Cetacea,,,,,
Eschrichtiidae,http://eol.org/pages/7658,7658,62137584.0,Eschrichtiidae,767.0,Eschrichtiidae,,,,,
Delphinidae,http://eol.org/pages/7659,7659,62087379.0,Delphinidae,767.0,Delphinidae,,,,,
Delphinidae,http://eol.org/pages/7659,7659,62920465.0,Hemisyntrachelidae,767.0,Delphinidae,,,,,
Carnivora,http://eol.org/pages/7662,7662,62133226.0,Carnivora,767.0,Carnivora,,,,,
Ursidae,http://eol.org/pages/7664,7664,62133227.0,Ursidae,767.0,Ursidae,,,,,
Ursidae,http://eol.org/pages/7664,7664,62921400.0,Ailuropodidae,767.0,Ursidae,,,,,
Procyonidae,http://eol.org/pages/7665,7665,62133309.0,Procyonidae,767.0,Procyonidae,,,,,
Phocidae,http://eol.org/pages/7666,7666,62133272.0,Phocidae,767.0,Phocidae,,,,,
Otariidae,http://eol.org/pages/7667,7667,62133245.0,Otariidae,767.0,Otariidae,,,,,
Mustelidae,http://eol.org/pages/7670,7670,62133332.0,Mustelidae,767.0,Mustelidae,,,,,
Mephitidae,http://eol.org/pages/7671,7671,62133576.0,Mephitidae,767.0,Mephitidae,,,,,
"Herpestidae Bonaparte, 1845",http://eol.org/pages/7673,7673,63001527.0,Cynictidae,767.0,Herpestidae,,,,,
"Herpestidae Bonaparte, 1845",http://eol.org/pages/7673,7673,62133406.0,Herpestidae,767.0,Herpestidae,,,,,
Felidae,http://eol.org/pages/7674,7674,62133593.0,Felidae,767.0,Felidae,,,,,
Canidae,http://eol.org/pages/7676,7676,62133455.0,Canidae,767.0,Canidae,,,,,
Tayassuidae (Peccaries),http://eol.org/pages/7680,7680,62137759.0,Tayassuidae,767.0,Tayassuidae,,,,,
"Suidae (Hogs, pigs)",http://eol.org/pages/7681,7681,62137935.0,Suidae,767.0,Suidae,,,,,
Giraffidae,http://eol.org/pages/7684,7684,62137929.0,Giraffidae,767.0,Giraffidae,,,,,
Cervidae,http://eol.org/pages/7685,7685,62137702.0,Cervidae,767.0,Cervidae,,,,,
Camelidae,http://eol.org/pages/7686,7686,62137966.0,Camelidae,767.0,Camelidae,,,,,
Bovidae,http://eol.org/pages/7687,7687,62137695.0,Bovidae,767.0,Bovidae,,,,,
Antilocapridae,http://eol.org/pages/7688,7688,62137698.0,Antilocapridae,767.0,Antilocapridae,,,,,
Caprimulgidae,http://eol.org/pages/7971,7971,62157208.0,Caprimulgidae,767.0,Caprimulgidae,,,,,
Alcedinidae,http://eol.org/pages/7975,7975,62147106.0,Alcedinidae,767.0,Alcedinidae,,,,,
Columbiformes,http://eol.org/pages/7976,7976,61527703.0,Columbiformes,767.0,Columbiformes,,,,,
Columbidae,http://eol.org/pages/7978,7978,62156623.0,Columbidae,767.0,Columbidae,,,,,
Ciconiiformes,http://eol.org/pages/7981,7981,62150016.0,Ciconiiformes,767.0,Ciconiiformes,,,,,
Threskiornithidae,http://eol.org/pages/7982,7982,62149308.0,Threskiornithidae,767.0,Threskiornithidae,,,,,
Sulidae,http://eol.org/pages/7984,7984,62149463.0,Sulidae,767.0,Sulidae,,,,,
Scolopacidae,http://eol.org/pages/7988,7988,62149846.0,Scolopacidae,767.0,Scolopacidae,,,,,
Procellariidae,http://eol.org/pages/7992,7992,62149724.0,Procellariidae,767.0,Procellariidae,,,,,
Podicipedidae,http://eol.org/pages/7993,7993,62150122.0,Podicipedidae,767.0,Podicipedidae,,,,,
Phalacrocoracidae,http://eol.org/pages/7996,7996,62149992.0,Phalacrocoracidae,767.0,Phalacrocoracidae,,,,,
Pelecanidae,http://eol.org/pages/7999,7999,62148966.0,Pelecanidae,767.0,Pelecanidae,,,,,
Laridae,http://eol.org/pages/8001,8001,62149577.0,Laridae,767.0,Laridae,,,,,
Hydrobatidae,http://eol.org/pages/8003,8003,62150077.0,Hydrobatidae,767.0,Hydrobatidae,,,,,
Gaviidae,http://eol.org/pages/8005,8005,62150068.0,Gaviidae,767.0,Gaviidae,,,,,
Fregatidae,http://eol.org/pages/8006,8006,62148840.0,Fregatidae,767.0,Fregatidae,,,,,
Falconidae,http://eol.org/pages/8007,8007,62149479.0,Falconidae,767.0,Falconidae,,,,,
Diomedeidae,http://eol.org/pages/8008,8008,62149697.0,Diomedeidae,767.0,Diomedeidae,,,,,
Ciconiidae,http://eol.org/pages/8009,8009,62150017.0,Ciconiidae,767.0,Ciconiidae,,,,,
Charadriidae,http://eol.org/pages/8011,8011,62148869.0,Charadriidae,767.0,Charadriidae,,,,,
Ardeidae,http://eol.org/pages/8013,8013,62149359.0,Ardeidae,767.0,Ardeidae,,,,,
Alcidae,http://eol.org/pages/8015,8015,62149650.0,Alcidae,767.0,Alcidae,,,,,
Accipitridae,http://eol.org/pages/8016,8016,62148973.0,Accipitridae,767.0,Accipitridae,,,,,
Trochilidae,http://eol.org/pages/8021,8021,62147290.0,Trochilidae,767.0,Trochilidae,,,,,
Apodidae,http://eol.org/pages/8023,8023,62031409.0,Apodidae,767.0,Apodidae,,,,,
Anseriformes,http://eol.org/pages/8024,8024,61356569.0,Anseriformes,767.0,Anseriformes,,,,,
Anatidae,http://eol.org/pages/8027,8027,62157503.0,Anatidae,767.0,Anatidae,,,,,
Rosaceae,http://eol.org/pages/8097,8097,62256840.0,Rosaceae,767.0,Rosaceae,,,,,
Polychrotidae,http://eol.org/pages/8106,8106,62142915.0,Polychrotidae,767.0,Polychrotidae,,,,,
Teiidae,http://eol.org/pages/8110,8110,62140443.0,Teiidae,767.0,Teiidae,,,,,
Varanidae,http://eol.org/pages/8115,8115,62145689.0,Varanidae,767.0,Varanidae,,,,,
